Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
KYS5375,Sanad,سند ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.355337,34.2850305,Accessible,IOM,In person visit,1236,273,,,,,,,,,No changes,,,,,37,0,5,13,25,56
NGZ4411,Al Manayaa site,موقع المنايعة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.547736,34.463663,Accessible,ACTED,In person visit,200,40,,,,,,,,,No changes,,,,,5,0,0,3,20,10
NGZ4509,Al bawwab site,موقع البواب,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.543904,34.467683,Accessible,ACTED,In person visit,900,181,,,,,,,,,People have arrived,,,15,70,9,0,0,40,25,18
NGZ4524,Al-Wefaq,موقع الوفاق حي الكرامة,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.546477,34.467067,Accessible,ACTED,In person visit,1000,200,,,,,,,,,People have arrived,,,20,100,25,0,0,50,100,50
NGZ4528,Aslan Site,موقع ايواء اصلان,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.547824,34.459847,Accessible,ACTED,In person visit,200,40,,,,,,,,,People have arrived,,,40,200,10,0,0,3,6,7
RFH5254,Ataa Al Khair,مخيم عطاء الخير,,Makeshift site,Active,No SMA,,No SMA,,Rafah,275,Al Muharrarat,27501116,31.33566098,34.24924671,Accessible,DRC,Phone interview,1226,231,,,,,,,,,"People have left, People have arrived",7,34,11,50,52,3,8,34,71,62
DEB4571,AL gourba,موقع الغربة ,,Makeshift site,Active,DRC,PARC,PARC,DRC/PARC,Deir Al-Balah,265,Al Birkeh,2651099,31.403761,34.338465,Accessible,PARC,In person visit,2220,444,,,,,,,,,No changes,,,,,40,10,15,20,80,25
DEB5212,Al-Montazah camp,مخيم المنتزه,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Al-Louh,2651037,31.4094724,34.3602506,Accessible,IOM,In person visit,900,170,,,,,,,,,No changes,,,,,23,0,0,13,40,25
DEB5243,Al-Wafa camp,مخيم الوفاء,-,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Ar Rahmeh,2650596,31.4184057,34.3685837,Accessible,IOM,In person visit,476,92,,,,,,,,,No changes,,,,,7,0,0,0,13,26
DEB5262,East Mahatta camp,مخيم شرق المحطة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Salah Ad-Din,2650584,31.4081788,34.3597653,Accessible,IOM,In person visit,1320,330,,,,,,,,,No changes,,,,,200,50,5,80,100,70
DEB5263,family camp,مخيم العائلات,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,As Safa,2650885,31.4236536,34.3756945,Accessible,IOM,In person visit,220,35,,,,,,,,,No changes,,,,,4,0,0,3,0,5
GZA4931,Baqoon camp,مخيم باقون,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,An Naser-Gaza,2600123,31.5412561,34.4539198,Accessible,IOM,In person visit,500,100,,,,,,,,,No changes,,,,,13,0,0,6,60,20
GZA5267,Heteen,مخيم حطين,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5176419,34.4353457,Accessible,IOM,In person visit,487,114,,,,,,,,,No changes,,,,,4,0,0,6,17,5
GZA5291,Rashad Al-Huda,مخيم رشيد الهدى,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5263265,34.4375685,Accessible,IOM,In person visit,250,50,,,,,,,,,No changes,,,,,10,0,0,9,20,15
GZA5309,The Peace Dove campsite 5,مخيم حمامة السلام الخامس,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,An Naser-Gaza,2600123,31.5408278,34.4541335,Accessible,IOM,In person visit,150,30,,,,,,,,,People have arrived,,,30,150,4,0,0,1,10,4
GZA5317,Zohor Aslam camp,مخيم زهور السلام,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,An Naser-Gaza,2600123,31.5339913,34.4528634,Accessible,IOM,In person visit,190,38,,,,,,,,,No changes,,,,,4,0,0,7,7,3
KYS0335,Tariq bin Ziyad School,مدرسة طارق بن زياد,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34296,34.2935,Accessible,IOM,In person visit,508,96,37,34,101,85,115,123,4,9,No changes,,,,,19,0,0,28,35,95
KYS0505,Al-Beko Chalet,شاليه البيكو,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37617,34.28264,Accessible,PHC,In person visit,1000,185,,,,,,,,,No changes,,,,,30,1,0,28,45,70
KYS1440,Thimar Al Khair,موقع ثمار الخير,,Scattered site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34936,34.2699517,Accessible,IOM,In person visit,1900,380,,,,,,,,,No changes,,,,,34,0,1,7,72,64
KYS1472,Almohajereen,المهاجرين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.35946,34.28095,Accessible,IOM,In person visit,1250,236,,,,,,,,,No changes,,,,,39,0,3,10,70,25
KYS1490,Northern Borak,البراق الشمالي,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.3591553,34.2917944,Accessible,IOM,In person visit,5000,750,,,,,,,,,No changes,,,,,50,10,3,5,200,200
KYS1550,Al-ikhwah,مخيم الاخوة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37197,34.28885,Accessible,PHC,In person visit,850,170,,,,,,,,,No changes,,,,,20,0,0,30,50,30
KYS1557,Alamalcamp,موقع الامل,الأمل,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37553,34.28506,Accessible,PHC,Phone interview,1200,250,,,,,,,,,People have left,10,44,,,20,0,0,10,50,33
KYS1560,Matar camp,مخيم مطر,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.37331,34.28373,Accessible,PHC,In person visit,300,60,,,,,,,,,No changes,,,,,10,0,0,7,16,12
KYS1611,Al Rahma(1),الرحمة(1),,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.39021,34.31321,Accessible,PHC,Phone interview,1255,251,,,,,,,,,No changes,,,,,5,0,0,15,30,40
KYS1792,Beitna Camp,مخيم بيتنا,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34776,34.26582,Accessible,IOM,In person visit,1220,244,,,,,,,,,No changes,,,,,45,0,4,44,68,41
KYS1825,Al Amer,العامر,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38674339,34.30001034,Accessible,PHC,In person visit,1300,257,,,,,,,,,No changes,,,,,30,2,6,3,50,18
KYS1836,Al-Amal Fi Asda',الامل في اصداء,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.37575,34.29911,Accessible,IOM,In person visit,1650,327,,,,,,,,,"People have left, People have arrived",5,50,5,50,14,0,0,35,116,64
KYS1880,Al-Amal,الأمل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35168,34.28147,Accessible,IOM,In person visit,550,110,,,,,,,,,No changes,,,,,16,0,28,12,26,5
KYS2710,Khaled Bin Al Waleed,خالد بن الوليد,علاء الدين قاسم الأسطل,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.39172,34.30608,Accessible,PHC,Phone interview,1025,200,,,,,,,,,No changes,,,,,12,1,0,0,50,29
KYS3729,Al Kasim camp,مخيم القاسم,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38292,34.29535,Accessible,PHC,Phone interview,488,108,24,31,88,74,122,121,14,14,No changes,,,,,19,0,0,10,30,20
KYS3973,Al-Aqsa,الأقصى,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.353412,34.293008,Accessible,IOM,In person visit,750,150,,,,,,,,,No changes,,,,,15,0,0,8,50,35
KYS4043,Al-Hurriya site ,مخيم الحرية,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.37489,34.30276,Accessible,IOM,In person visit,1500,365,,,,,,,,,No changes,,,,,56,0,0,17,180,80
KYS4423,Barbra Site,موقع بربرة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.375898,34.282152,Accessible,PHC,In person visit,1860,276,,,,,,,,,People have arrived,,,12,65,70,4,1,1,60,90
KYS4435,Al-Tadamun Site,موقع التضامن,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.360127,34.28102,Accessible,IOM,Phone interview,1000,200,,,,,,,,,People have arrived,,,20,100,60,5,12,15,50,30
KYS4439,Al-Taeawun 1 Site,موقع التعاون 1,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.35949,34.28397,Accessible,IOM,In person visit,1128,240,,,,,,,,,No changes,,,,,24,0,0,25,42,48
KYS4712,Al Karama,الكرامه,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Mawasi,27002154,31.396444,34.311417,Accessible,PARC,In person visit,1000,200,,,,,,,,,No changes,,,,,15,0,15,10,50,30
KYS5136,Bahloul Site,مخيم بهلول,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Qizan Abu Rashwan,27002107,31.340999,34.285333,Accessible,DRC,Phone interview,588,115,,,,,,,,,People have left,4,19,,,24,1,4,31,76,19
KYS5159,Noor Al-Rahma,نور الرحمة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.336535,34.281943,Accessible,DRC,Phone interview,590,115,,,,,,,,,No changes,,,,,29,1,3,35,75,18
KYS5176,Wafaa Al Khair,وفاء الخير,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Qizan Abu Rashwan,27002107,31.33440919,34.2816485,Accessible,DRC,Phone interview,1550,270,,,,,,,,,No changes,,,,,60,0,0,25,75,60
KYS5211,Al-matahen,المطاحن,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Qarara (west),27001153,31.388456,34.331456,Accessible,PHC,In person visit,795,158,,,,,,,,,People have arrived,,,60,320,2,0,18,5,50,9
KYS5323,Al-Hurriya 5,الحرية 5,Al horriya,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3723176,34.2984925,Accessible,IOM,In person visit,1500,290,,,,,,,,,No changes,,,,,50,2,1,20,150,70
DEB5265,Forsan Palestine camp,مخيم فرسان فلسطين,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Al Amal,2650583,31.4248815,34.3724932,Accessible,IOM,In person visit,600,153,,,,,,,,,No changes,,,,,20,0,1,2,50,50
KYS0321,Akka School,مدرسة عكا,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34829,34.29511,Accessible,IOM,In person visit,646,130,,,,,,,,,People have arrived,,,20,100,19,0,1,17,30,30
KYS0322,Jerusalem School,مدرسة القدس,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34731,34.29404,Accessible,IOM,In person visit,1050,210,,,,,,,,,People have left,9,45,,,30,0,0,23,74,50
KYS0336,Al-Israa School,مدرسة الإسراء,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34481,34.29047,Accessible,IOM,In person visit,575,114,,,,,,,,,No changes,,,,,30,0,0,35,100,25
KYS0337,Mahmoud Al-Mabhouh School,مدرسة محمود المبحوح,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34504,34.29118,Accessible,IOM,In person visit,816,158,,,,,,,,,No changes,,,,,8,1,2,6,31,30
KYS1333,Al Jazayir camp,مخيم الجزائر,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34575,34.27948,Accessible,IOM,In person visit,1100,220,,,,,,,,,No changes,,,,,21,0,2,30,85,60
KYS1851,Alaibtisama camp,مخيم الابتسامة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36614,34.29467,Accessible,IOM,In person visit,1600,320,,,,,,,,,No changes,,,,,85,3,0,2,100,35
KYS3889,Al Beesan,مخيم بيسان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36438,34.28791,Accessible,IOM,In person visit,600,115,,,,,,,,,No changes,,,,,20,0,0,8,80,15
KYS3890,Al-hayat w Al-Hurriya ,الحياة والحرية,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36163,34.28536,Accessible,IOM,In person visit,800,160,,,,,,,,,People have arrived,,,3,15,20,12,3,15,90,60
KYS3929,Abu Dharr al-Ghifari,ابو ذر الغفارى,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35514,34.29713,Accessible,IOM,In person visit,5220,1134,,,,,,,,,People have arrived,,,80,400,161,4,0,15,153,150
KYS4081,Salam,حي السلام,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3490617,34.270705,Accessible,IOM,In person visit,4000,800,,,,,,,,,No changes,,,,,130,0,3,63,263,83
KYS4427,Al-Majd Site,موقع المجد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34688975,34.27549397,Accessible,IOM,In person visit,765,153,,,,,,,,,No changes,,,,,0,1,0,17,27,21
KYS4468,Nadi Al-Amana site,موقع نادي الامانة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.361548,34.282654,Accessible,IOM,In person visit,569,121,,,,,,,,,No changes,,,,,4,0,0,8,13,10
KYS4602,Ahel AlٍShamal Site,موقع اهل الشمال,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.380612,34.319162,Accessible,PARC,In person visit,1060,212,,,,,,,,,No changes,,,,,30,0,2,13,90,35
KYS4625,Al-Hanaa Site,مخيم الهناء,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.354663,34.29093,Accessible,IOM,In person visit,1000,300,,,,,,,,,No changes,,,,,20,8,5,10,80,80
KYS4786,Almutahabin,مخيم المتحابين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.361406,34.28461,Accessible,IOM,In person visit,1470,325,,,,,,,,,No changes,,,,,30,0,3,11,200,100
DEB2613,Layan Faisal,ليان فيصل,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.40268,34.32951,Accessible,PARC,In person visit,1890,378,,,,,,,,,"People have left, People have arrived",40,200,20,100,83,0,0,25,70,41
DEB2619,Al-Athar Al-janoby,موقع الآثار الجنوبي,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.4159675,34.3283214,Accessible,PARC,In person visit,490,98,,,,,,,,,No changes,,,,,10,0,0,5,30,20
DEB3240,Al-Hayat,الحياة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.41086,34.32921,Accessible,PARC,In person visit,350,70,,,,,,,,,No changes,,,,,5,0,0,12,15,20
DEB4536,Altal Algharby Site,مخيم التل الغربي,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.403018,34.313758,Accessible,PARC,In person visit,1550,310,,,,,,,,,No changes,,,,,50,10,1,10,80,20
DEB5272,Irada camp,مخيم الارادة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Salah Ad-Din,2650584,31.4290325,34.3739721,Accessible,IOM,In person visit,1023,201,,,,,,,,,People have arrived,,,14,60,28,0,0,15,70,56
DEB5303,Shaheen Alsalam,شاهين السلام,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (east),26510151,31.3981217,34.3426483,Accessible,IOM,In person visit,950,190,,,,,,,,,No changes,,,,,60,0,5,140,300,250
DEB5306,Sheikh Salem camp,مخيم الشيخ سالم,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Salah Ad-Din,2650584,31.4301267,34.3758025,Accessible,IOM,In person visit,900,180,,,,,,,,,People have arrived,,,3,12,35,0,3,3,30,30
GZA4794,Al-Jazeera camp – Al-Shuja'iya,موقع الجزيري الشجاعية,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.52871959,34.43904309,Accessible,IOM,In person visit,520,110,,,,,,,,,No changes,,,,,17,0,0,10,22,15
KYS0316,Hamad School,مدرسة حمد ,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37568,34.31994,Accessible,PARC,In person visit,710,142,,,,,,,,,No changes,,,,,30,0,0,10,60,15
KYS0320,Abdul Qader School,مدرسة عبد القادر,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34735,34.2941,Accessible,IOM,In person visit,1155,224,,,,,,,,,No changes,,,,,30,0,1,25,38,75
KYS1508,Almalalha camp,الملالحة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36699,34.29246,Accessible,IOM,In person visit,500,87,,,,,,,,,No changes,,,,,14,0,0,5,45,60
KYS1537,Hamad Al Salam Camp,حمد. مخيم السلام جنوب حمد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37353,34.31286,Accessible,PARC,In person visit,870,174,,,,,,,,,No changes,,,,,29,1,1,7,25,20
KYS1774,Al-Tall Camp,موقع التل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36843,34.29198,Accessible,IOM,In person visit,250,50,,,,,,,,,No changes,,,,,5,0,0,2,30,20
KYS2037,Zenah Camp,موقع زينه,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35272,34.27273,Accessible,IOM,In person visit,770,154,,,,,,,,,No changes,,,,,20,0,0,2,11,14
KYS3166,Al-Akhwa camp,الاخوة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.37018,34.29178,Accessible,IOM,In person visit,3250,660,,,,,,,,,No changes,,,,,107,1,2,9,60,120
KYS3223,Al Khair site ,مخيم الخير,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3549436,34.2810667,Accessible,IOM,In person visit,1350,270,,,,,,,,,No changes,,,,,65,20,0,30,85,92
KYS3930,Al Astal,ارض الاسطل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34409,34.28589,Accessible,IOM,In person visit,750,150,,,,,,,,,No changes,,,,,24,0,0,22,33,44
KYS4342,Al Awda Camp 2,موقع العودة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37425,34.317063,Accessible,PARC,In person visit,650,130,,,,,,,,,No changes,,,,,30,0,0,17,50,12
KYS4419,Bilal Site,إيواء بلال,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.34827236,34.29582505,Accessible,IOM,In person visit,1300,250,,,,,,,,,No changes,,,,,22,1,3,14,67,30
KYS4437,Al-Fajr 3 Site,موقع الفجر 3 ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.369073,34.289292,Accessible,IOM,In person visit,400,130,,,,,,,,,No changes,,,,,20,0,0,25,30,30
KYS4588,Humanitarian Response – Al Farra Camp,مخيم الاستجابة الانسانية - الفرا,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.36949357,34.28350682,Accessible,IOM,In person visit,325,65,,,,,,,,,No changes,,,,,12,5,1,5,20,15
KYS4593,Khan Younis Stadium Site,نادي خدمات خانيونس,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Khan Yunis Camp,27003176,31.346626,34.294922,Accessible,IOM,In person visit,750,150,,,,,,,,,No changes,,,,,20,0,5,30,40,15
KYS4605,Al-Ataa Site,موقع العطاء,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.363857,34.298048,Accessible,IOM,In person visit,1080,216,,,,,,,,,"People have left, People have arrived",50,250,50,250,40,1,0,10,100,30
KYS4651,Basmit Amal Site,بسمة امل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.376178,34.3151,Accessible,PARC,In person visit,850,170,,,,,,,,,No changes,,,,,15,0,0,2,60,15
KYS4699,Al Hawooz Site,مخيم الحاووز,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.374111,34.307611,Accessible,PARC,In person visit,1100,220,,,,,,,,,"People have left, People have arrived",80,400,6,30,31,0,1,17,91,27
KYS4714,Al Kufeya Site,مخيم الكوفية,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.375083,34.308056,Accessible,PARC,In person visit,1175,235,,,,,,,,,No changes,,,,,15,3,3,50,60,30
KYS4735,Remal Al-Somood,مخيم رمال الصمود,النعمان,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.376256,34.303125,Accessible,PARC,In person visit,975,195,,,,,,,,,"People have left, People have arrived",7,35,4,20,44,1,1,32,65,18
KYS4756,Karam 3 Camp,مخيم كرم 3,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Mawasi,27002154,31.350396,34.25794,Accessible,PARC,In person visit,1650,330,,,,,,,,,No changes,,,,,40,0,2,10,80,30
DEB4612,Al-Karam Site,موقع الكرم,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (east),26510151,31.398722,34.345583,Accessible,IOM,In person visit,1220,245,,,,,,,,,"People have left, People have arrived",70,350,30,150,70,1,3,100,200,100
DEB4780,Abu Jarir,مخيم ابوجرير,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (east),26510151,31.397123,34.344698,Accessible,IOM,In person visit,940,188,,,,,,,,,"People have left, People have arrived",70,350,10,50,40,4,1,25,150,50
DEB4868,Al-Ansar,مخيم الانصار,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,As Siddeq,2650580,31.4331784,34.3705152,Accessible,IOM,In person visit,698,148,,,,,,,,,No changes,,,,,10,0,0,2,18,12
DEB5204,Al-Ittihad Al-Zawaida camp,مخيم الاتحاد الزوايدة ,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Salah Ad-Din,2650584,31.4274854,34.3731732,Accessible,IOM,In person visit,1000,200,,,,,,,,,No changes,,,,,30,0,0,20,200,40
GZA4435,Al Shalihat,الشاليهات,,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Gaza,260,Southern Remal,2600119,31.516834,34.427406,Accessible,PHC,Phone interview,786,193,47,43,162,134,196,177,15,12,No changes,,,,,23,4,6,17,78,29
GZA5114,Al-Quds Site,مخيم القدس,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.52069158,34.47712849,Accessible,DRC,Phone interview,514,138,,,,,,,,,No changes,,,,,5,0,0,7,55,10
GZA5118,Al-Radwan Site,مخيم الرضوان,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.52114372,34.47651621,Accessible,DRC,Phone interview,615,144,,,,,,,,,No changes,,,,,13,0,0,7,45,17
GZA5122,Al-Safa Site,مخيم الصفا,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.51992577,34.4772679,Accessible,DRC,Phone interview,324,77,,,,,,,,,No changes,,,,,3,0,0,3,45,15
GZA5132,Al-Zawari Site,مخيم الزواري,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.51989481,34.47813642,Accessible,DRC,Phone interview,740,172,,,,,,,,,No changes,,,,,12,0,0,9,75,45
GZA5156,Kafr Qara Site,مخيم كفر قرع,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.519116,34.477693,Accessible,DRC,Phone interview,741,175,,,,,,,,,No changes,,,,,12,0,0,11,120,65
GZA5180,Yemen Al-Saeed 2,اليمن السعيد 2,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.51955458,34.47893144,Accessible,DRC,Phone interview,627,142,,,,,,,,,No changes,,,,,7,0,0,5,40,17
GZA5311,Watan,وطن,,Makeshift site,Active,IOM,ACTED,ACTED,IOM/ACTED,Gaza,260,Ad Darraj,2600120,31.5142318,34.4528952,Accessible,PHC,In person visit,400,80,,,,,,,,,No changes,,,,,5,0,0,7,20,7
GZA5466,Al-Librat Site,مخيم الليبرات,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,At Tuffah,2600124,31.520392,34.47763,Accessible,DRC,Phone interview,674,175,,,,,,,,,No changes,,,,,4,0,0,7,75,35
GZA6010,Tebaa site,موقع طيبة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.510071,34.440581,Accessible,DRC,In person visit,175,43,10,18,33,36,36,33,4,5,No changes,,,,,5,0,0,0,6,6
KYS0468,Al-Quds Open University - Khan Younis branch,جامعة القدس المفتوحة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Jala'a,27002100,31.37259,34.31063,Accessible,PARC,In person visit,1500,300,,,,,,,,,No changes,,,,,40,0,1,15,15,5
KYS1482,Al Jinan site ,مخيم الجنان 1,,Scattered site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35571,34.29292,Accessible,IOM,In person visit,380,76,,,,,,,,,No changes,,,,,19,1,2,13,100,30
KYS1506,Sonaa Al Amal,صناع الأمل,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3636,34.29925,Accessible,IOM,In person visit,2700,540,,,,,,,,,No changes,,,,,150,0,0,35,100,170
KYS3783,Teeba 2,طيبة 2,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36224,34.29037,Accessible,IOM,In person visit,1184,263,,,,,,,,,No changes,,,,,46,0,1,3,15,26
KYS3851,Hittin,موقع حطين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3387,34.28128,Accessible,IOM,In person visit,700,140,,,,,,,,,No changes,,,,,8,1,1,8,60,14
